MCM_STATE | mode=market impulse=1.2254 motivation=0.2988 risk=-0.1331 replay=0.0300 self_state=active attractor=defense mean_energy=2.7407 mean_motivation=0.6529 mean_risk=-1.0692 mean_velocity=0.5730 clusters=1 memory_center=-2.3287 memory_strength=19
MCM_STATE | mode=market impulse=-0.9279 motivation=-0.0965 risk=-0.2024 replay=0.0006 self_state=stressed attractor=explore mean_energy=1.3725 mean_motivation=0.0974 mean_risk=-2.1157 mean_velocity=0.2514 clusters=1 memory_center=2.3760 memory_strength=34
MCM_STATE | mode=market impulse=0.3623 motivation=0.0388 risk=-0.0996 replay=0.0198 self_state=stressed attractor=defense mean_energy=-1.7965 mean_motivation=-0.1181 mean_risk=-2.0548 mean_velocity=0.1824 clusters=1 memory_center=-2.3704 memory_strength=40
MCM_STATE | mode=market impulse=-1.0993 motivation=-0.1048 risk=-0.2318 replay=0.0198 self_state=stressed attractor=defense mean_energy=-2.5005 mean_motivation=-0.1211 mean_risk=-1.9451 mean_velocity=0.6183 clusters=1 memory_center=-1.5443 memory_strength=28
MCM_STATE | mode=market impulse=1.1665 motivation=0.2644 risk=-0.1235 replay=0.0030 self_state=stressed attractor=defense mean_energy=0.0281 mean_motivation=0.1731 mean_risk=-2.0378 mean_velocity=0.1495 clusters=1 memory_center=-1.2044 memory_strength=15
MCM_STATE | mode=market impulse=1.1405 motivation=0.2417 risk=-0.1512 replay=0.0097 self_state=stressed attractor=explore mean_energy=2.4200 mean_motivation=0.4363 mean_risk=-2.0974 mean_velocity=0.6867 clusters=1 memory_center=2.3442 memory_strength=21
MCM_STATE | mode=market impulse=-0.3130 motivation=-0.0182 risk=-0.0407 replay=-0.0234 self_state=stressed attractor=explore mean_energy=0.5922 mean_motivation=0.1358 mean_risk=-1.8927 mean_velocity=0.1549 clusters=1 memory_center=2.2375 memory_strength=22
MCM_STATE | mode=market impulse=-1.0378 motivation=-0.1385 risk=-0.2590 replay=0.0272 self_state=stressed attractor=explore mean_energy=0.9946 mean_motivation=0.1092 mean_risk=-2.0872 mean_velocity=0.1508 clusters=1 memory_center=2.3199 memory_strength=26
MCM_STATE | mode=market impulse=0.0256 motivation=-0.0321 risk=-0.1376 replay=-0.0032 self_state=stressed attractor=defense mean_energy=-1.6043 mean_motivation=-0.0357 mean_risk=-2.0115 mean_velocity=0.1278 clusters=1 memory_center=-1.8463 memory_strength=23
MCM_STATE | mode=market impulse=1.3858 motivation=0.3104 risk=-0.1594 replay=0.0107 self_state=stressed attractor=defense mean_energy=0.3125 mean_motivation=0.2011 mean_risk=-1.9818 mean_velocity=0.3201 clusters=1 memory_center=-0.6038 memory_strength=30
MCM_STATE | mode=market impulse=0.9846 motivation=0.2215 risk=-0.0972 replay=-0.0152 self_state=stressed attractor=cooperate mean_energy=1.5977 mean_motivation=0.1666 mean_risk=-1.9177 mean_velocity=0.4043 clusters=1 memory_center=0.5189 memory_strength=41
MCM_STATE | mode=market impulse=0.7635 motivation=0.1214 risk=-0.1164 replay=-0.0025 self_state=stressed attractor=cooperate mean_energy=2.4053 mean_motivation=0.2450 mean_risk=-1.9276 mean_velocity=0.5620 clusters=1 memory_center=0.4027 memory_strength=37
MCM_STATE | mode=market impulse=0.8506 motivation=0.1741 risk=-0.0946 replay=0.0011 self_state=stressed attractor=explore mean_energy=2.3818 mean_motivation=0.3753 mean_risk=-1.8081 mean_velocity=0.5148 clusters=1 memory_center=2.1824 memory_strength=43
MCM_STATE | mode=market impulse=-0.6827 motivation=-0.0670 risk=-0.1225 replay=0.0011 self_state=stressed attractor=explore mean_energy=1.2941 mean_motivation=0.1906 mean_risk=-1.9941 mean_velocity=0.1973 clusters=1 memory_center=2.2518 memory_strength=38
MCM_STATE | mode=market impulse=-0.7048 motivation=-0.0630 risk=-0.1421 replay=0.0198 self_state=stressed attractor=explore mean_energy=-1.7797 mean_motivation=-0.1387 mean_risk=-1.9575 mean_velocity=0.4375 clusters=1 memory_center=1.6459 memory_strength=24
MCM_STATE | mode=market impulse=-1.1998 motivation=-0.1371 risk=-0.2948 replay=0.0360 self_state=stressed attractor=explore mean_energy=-0.1304 mean_motivation=0.1241 mean_risk=-2.1243 mean_velocity=0.2845 clusters=1 memory_center=1.6183 memory_strength=26
MCM_STATE | mode=market impulse=-1.0179 motivation=-0.1071 risk=-0.2239 replay=0.0011 self_state=stressed attractor=neutral mean_energy=0.5146 mean_motivation=0.0941 mean_risk=-2.1024 mean_velocity=0.2321 clusters=1 memory_center=1.4507 memory_strength=22
MCM_STATE | mode=market impulse=-0.5389 motivation=-0.0214 risk=-0.0901 replay=-0.0206 self_state=stressed attractor=defense mean_energy=-2.2125 mean_motivation=0.0219 mean_risk=-1.9474 mean_velocity=0.3373 clusters=1 memory_center=-2.1061 memory_strength=38
MCM_STATE | mode=market impulse=1.0505 motivation=0.2479 risk=-0.0881 replay=0.0234 self_state=stressed attractor=cooperate mean_energy=0.3970 mean_motivation=0.2056 mean_risk=-1.9061 mean_velocity=0.2788 clusters=1 memory_center=0.0419 memory_strength=20
MCM_STATE | mode=market impulse=0.0695 motivation=0.0195 risk=-0.0510 replay=0.0135 self_state=stressed attractor=defense mean_energy=-1.4880 mean_motivation=-0.0082 mean_risk=-1.8089 mean_velocity=0.2249 clusters=1 memory_center=-2.2479 memory_strength=26
MCM_STATE | mode=market impulse=0.9702 motivation=0.1615 risk=-0.1487 replay=-0.0072 self_state=stressed attractor=cooperate mean_energy=1.3124 mean_motivation=0.2385 mean_risk=-1.9235 mean_velocity=0.6252 clusters=1 memory_center=-0.0539 memory_strength=31
MCM_STATE | mode=market impulse=1.4408 motivation=0.1281 risk=-0.1673 replay=0.0278 self_state=stressed attractor=cooperate mean_energy=1.1881 mean_motivation=0.0971 mean_risk=-1.9423 mean_velocity=0.3967 clusters=1 memory_center=0.7787 memory_strength=28
MCM_STATE | mode=market impulse=-0.7181 motivation=-0.0822 risk=-0.1552 replay=-0.0137 self_state=stressed attractor=cooperate mean_energy=-0.6768 mean_motivation=0.0275 mean_risk=-2.0090 mean_velocity=0.2833 clusters=1 memory_center=0.8634 memory_strength=26
MCM_STATE | mode=market impulse=-0.3737 motivation=-0.0374 risk=-0.0604 replay=0.0163 self_state=stressed attractor=defense mean_energy=-1.4126 mean_motivation=0.0109 mean_risk=-1.9924 mean_velocity=0.2633 clusters=1 memory_center=-0.6565 memory_strength=16
MCM_STATE | mode=market impulse=-0.6009 motivation=-0.0648 risk=-0.1227 replay=-0.0172 self_state=stressed attractor=neutral mean_energy=0.3879 mean_motivation=0.1277 mean_risk=-1.8599 mean_velocity=0.1873 clusters=1 memory_center=1.4053 memory_strength=25
MCM_STATE | mode=market impulse=1.0056 motivation=0.2073 risk=-0.1125 replay=-0.0134 self_state=stressed attractor=cooperate mean_energy=2.3615 mean_motivation=0.3063 mean_risk=-1.9590 mean_velocity=0.5105 clusters=1 memory_center=1.1874 memory_strength=41
MCM_STATE | mode=market impulse=-0.3392 motivation=-0.0156 risk=-0.0474 replay=-0.0290 self_state=stressed attractor=neutral mean_energy=0.9554 mean_motivation=0.1087 mean_risk=-1.6986 mean_velocity=0.1477 clusters=1 memory_center=1.3733 memory_strength=44
MCM_STATE | mode=market impulse=-0.2961 motivation=-0.0596 risk=-0.1199 replay=0.0003 self_state=stressed attractor=defense mean_energy=0.9511 mean_motivation=0.1183 mean_risk=-1.6788 mean_velocity=0.2120 clusters=1 memory_center=-0.9297 memory_strength=24
MCM_STATE | mode=market impulse=-0.7407 motivation=-0.1091 risk=-0.1844 replay=0.0284 self_state=stressed attractor=defense mean_energy=-2.4519 mean_motivation=-0.1576 mean_risk=-1.7129 mean_velocity=0.5360 clusters=1 memory_center=-1.6092 memory_strength=27
MCM_STATE | mode=market impulse=1.0161 motivation=0.2250 risk=-0.1343 replay=-0.0090 self_state=stressed attractor=defense mean_energy=-0.6281 mean_motivation=0.1056 mean_risk=-1.9679 mean_velocity=0.1717 clusters=1 memory_center=-2.1239 memory_strength=39
MCM_STATE | mode=market impulse=1.1237 motivation=0.2439 risk=-0.1236 replay=-0.0165 self_state=stressed attractor=defense mean_energy=0.0385 mean_motivation=0.1497 mean_risk=-2.0467 mean_velocity=0.3336 clusters=1 memory_center=-1.4837 memory_strength=28
MCM_STATE | mode=market impulse=-0.0392 motivation=-0.0355 risk=-0.1129 replay=-0.0072 self_state=stressed attractor=neutral mean_energy=1.4769 mean_motivation=0.1458 mean_risk=-1.8614 mean_velocity=0.1577 clusters=1 memory_center=1.4336 memory_strength=28
MCM_STATE | mode=market impulse=0.9294 motivation=0.2093 risk=-0.0701 replay=-0.0049 self_state=stressed attractor=cooperate mean_energy=2.4004 mean_motivation=0.3600 mean_risk=-1.8727 mean_velocity=0.6029 clusters=1 memory_center=0.1371 memory_strength=24
MCM_STATE | mode=market impulse=-1.1497 motivation=-0.1201 risk=-0.2590 replay=0.0271 self_state=stressed attractor=neutral mean_energy=-0.2797 mean_motivation=0.0827 mean_risk=-1.8334 mean_velocity=0.2959 clusters=1 memory_center=1.2583 memory_strength=26
MCM_STATE | mode=market impulse=-0.7235 motivation=-0.0899 risk=-0.1320 replay=-0.0185 self_state=stressed attractor=neutral mean_energy=0.3468 mean_motivation=0.0959 mean_risk=-1.9798 mean_velocity=0.2278 clusters=1 memory_center=1.2787 memory_strength=19
MCM_STATE | mode=market impulse=0.4216 motivation=0.1358 risk=-0.1266 replay=0.0153 self_state=stressed attractor=defense mean_energy=-1.3383 mean_motivation=0.0492 mean_risk=-1.9568 mean_velocity=0.1512 clusters=1 memory_center=-1.6385 memory_strength=18
MCM_STATE | mode=market impulse=0.5027 motivation=0.1287 risk=-0.0399 replay=-0.0231 self_state=stressed attractor=defense mean_energy=-1.4199 mean_motivation=0.0636 mean_risk=-1.7081 mean_velocity=0.1527 clusters=1 memory_center=-1.4698 memory_strength=33
MCM_STATE | mode=market impulse=-0.7786 motivation=-0.0583 risk=-0.1915 replay=0.0253 self_state=stressed attractor=defense mean_energy=-2.4916 mean_motivation=-0.1080 mean_risk=-1.9512 mean_velocity=0.5968 clusters=1 memory_center=-2.4208 memory_strength=46
MCM_STATE | mode=market impulse=-1.0165 motivation=-0.1282 risk=-0.2456 replay=0.0153 self_state=stressed attractor=defense mean_energy=-2.2509 mean_motivation=-0.0126 mean_risk=-2.0318 mean_velocity=0.5472 clusters=1 memory_center=-2.1856 memory_strength=48
MCM_STATE | mode=market impulse=0.5968 motivation=0.1098 risk=-0.0931 replay=0.0153 self_state=stressed attractor=defense mean_energy=-0.2811 mean_motivation=0.0726 mean_risk=-1.7922 mean_velocity=0.2038 clusters=1 memory_center=-2.2739 memory_strength=37
MCM_STATE | mode=market impulse=0.9278 motivation=0.1490 risk=-0.1332 replay=-0.0035 self_state=stressed attractor=defense mean_energy=1.4019 mean_motivation=0.2340 mean_risk=-1.9082 mean_velocity=0.4242 clusters=1 memory_center=-1.1489 memory_strength=26
MCM_STATE | mode=market impulse=1.2068 motivation=0.2543 risk=-0.1486 replay=0.0046 self_state=stressed attractor=cooperate mean_energy=1.6826 mean_motivation=0.2011 mean_risk=-2.0286 mean_velocity=0.5042 clusters=1 memory_center=0.2126 memory_strength=43
MCM_STATE | mode=market impulse=0.5809 motivation=0.1591 risk=-0.0793 replay=0.0219 self_state=stressed attractor=explore mean_energy=-0.7335 mean_motivation=0.0149 mean_risk=-2.0271 mean_velocity=0.2113 clusters=1 memory_center=1.6399 memory_strength=29
MCM_STATE | mode=market impulse=-0.7296 motivation=-0.0568 risk=-0.1481 replay=-0.0148 self_state=stressed attractor=defense mean_energy=0.3214 mean_motivation=0.0770 mean_risk=-1.9626 mean_velocity=0.1536 clusters=1 memory_center=-0.8002 memory_strength=21
MCM_STATE | mode=market impulse=-0.6733 motivation=-0.0526 risk=-0.1030 replay=0.0197 self_state=stressed attractor=defense mean_energy=-1.5893 mean_motivation=-0.0151 mean_risk=-1.8016 mean_velocity=0.2849 clusters=1 memory_center=-1.0132 memory_strength=31
MCM_STATE | mode=market impulse=0.6076 motivation=0.1886 risk=-0.1144 replay=-0.0114 self_state=stressed attractor=defense mean_energy=-0.4397 mean_motivation=0.1012 mean_risk=-1.8924 mean_velocity=0.1681 clusters=1 memory_center=-1.5009 memory_strength=35
MCM_STATE | mode=market impulse=0.6532 motivation=0.1335 risk=-0.0667 replay=-0.0148 self_state=stressed attractor=cooperate mean_energy=1.2997 mean_motivation=0.2150 mean_risk=-1.7815 mean_velocity=0.3206 clusters=1 memory_center=-0.1191 memory_strength=19
MCM_STATE | mode=market impulse=-0.4298 motivation=-0.0225 risk=-0.0887 replay=0.0222 self_state=stressed attractor=explore mean_energy=1.7071 mean_motivation=0.3503 mean_risk=-1.8097 mean_velocity=0.2395 clusters=1 memory_center=2.3256 memory_strength=25
MCM_STATE | mode=market impulse=-0.8812 motivation=-0.0886 risk=-0.2162 replay=-0.0148 self_state=stressed attractor=cooperate mean_energy=-0.7520 mean_motivation=0.0397 mean_risk=-1.8260 mean_velocity=0.4369 clusters=1 memory_center=1.1227 memory_strength=24
MCM_STATE | mode=market impulse=0.8872 motivation=0.2023 risk=-0.0682 replay=0.0193 self_state=stressed attractor=defense mean_energy=-0.0606 mean_motivation=0.1127 mean_risk=-1.8615 mean_velocity=0.2793 clusters=1 memory_center=-1.3591 memory_strength=27
MCM_STATE | mode=market impulse=0.3493 motivation=0.0894 risk=-0.0703 replay=-0.0148 self_state=stressed attractor=cooperate mean_energy=0.2703 mean_motivation=0.0932 mean_risk=-1.6805 mean_velocity=0.1513 clusters=1 memory_center=0.5877 memory_strength=25
MCM_STATE | mode=market impulse=-0.7314 motivation=-0.0082 risk=-0.1809 replay=0.0011 self_state=stressed attractor=defense mean_energy=-2.5080 mean_motivation=-0.0988 mean_risk=-2.1155 mean_velocity=0.7843 clusters=1 memory_center=-2.5056 memory_strength=40
MCM_STATE | mode=market impulse=-0.9839 motivation=-0.1192 risk=-0.2366 replay=0.0285 self_state=stressed attractor=cooperate mean_energy=0.0754 mean_motivation=0.0828 mean_risk=-1.9753 mean_velocity=0.2748 clusters=1 memory_center=0.2467 memory_strength=21
MCM_STATE | mode=market impulse=-1.0444 motivation=-0.1010 risk=-0.2931 replay=0.0353 self_state=stressed attractor=cooperate mean_energy=-2.2742 mean_motivation=-0.0771 mean_risk=-2.0373 mean_velocity=0.6250 clusters=1 memory_center=-0.1890 memory_strength=20
MCM_STATE | mode=market impulse=0.6948 motivation=0.0775 risk=-0.1380 replay=-0.0187 self_state=stressed attractor=defense mean_energy=2.3623 mean_motivation=0.1445 mean_risk=-2.0562 mean_velocity=0.4970 clusters=1 memory_center=-1.5579 memory_strength=20
MCM_STATE | mode=market impulse=0.9356 motivation=0.2326 risk=-0.1022 replay=-0.0187 self_state=stressed attractor=defense mean_energy=0.2252 mean_motivation=0.0817 mean_risk=-1.8631 mean_velocity=0.2420 clusters=1 memory_center=-0.8388 memory_strength=23
MCM_STATE | mode=market impulse=-0.4794 motivation=-0.0124 risk=-0.1648 replay=0.0172 self_state=stressed attractor=neutral mean_energy=1.5960 mean_motivation=0.2843 mean_risk=-2.0651 mean_velocity=0.1940 clusters=1 memory_center=1.4365 memory_strength=27
MCM_STATE | mode=market impulse=0.8569 motivation=0.1575 risk=-0.0952 replay=0.0193 self_state=stressed attractor=defense mean_energy=-0.3092 mean_motivation=0.0517 mean_risk=-1.9632 mean_velocity=0.2132 clusters=1 memory_center=-1.4213 memory_strength=25
MCM_STATE | mode=market impulse=-0.5729 motivation=-0.0740 risk=-0.1256 replay=0.0353 self_state=stressed attractor=defense mean_energy=-0.5617 mean_motivation=0.0537 mean_risk=-1.8146 mean_velocity=0.1848 clusters=1 memory_center=-2.3370 memory_strength=24
MCM_STATE | mode=market impulse=0.8506 motivation=0.1702 risk=-0.0874 replay=0.0193 self_state=stressed attractor=neutral mean_energy=2.3839 mean_motivation=0.3296 mean_risk=-1.8068 mean_velocity=0.5172 clusters=1 memory_center=1.2562 memory_strength=29
MCM_STATE | mode=market impulse=1.0014 motivation=0.1712 risk=-0.1316 replay=0.0353 self_state=stressed attractor=neutral mean_energy=1.0945 mean_motivation=0.1700 mean_risk=-1.9492 mean_velocity=0.4564 clusters=1 memory_center=1.3422 memory_strength=22
MCM_STATE | mode=market impulse=-0.8898 motivation=-0.1041 risk=-0.1977 replay=0.0286 self_state=stressed attractor=defense mean_energy=-1.4526 mean_motivation=-0.0510 mean_risk=-1.9879 mean_velocity=0.3532 clusters=1 memory_center=-0.5213 memory_strength=27
MCM_STATE | mode=market impulse=0.0736 motivation=0.0540 risk=-0.0783 replay=0.0226 self_state=stressed attractor=cooperate mean_energy=0.3792 mean_motivation=0.0838 mean_risk=-1.6799 mean_velocity=0.1638 clusters=1 memory_center=0.3641 memory_strength=30
MCM_STATE | mode=market impulse=-0.2242 motivation=-0.0239 risk=-0.0825 replay=0.0193 self_state=stressed attractor=defense mean_energy=-2.2867 mean_motivation=-0.1022 mean_risk=-1.7265 mean_velocity=0.3955 clusters=1 memory_center=-2.4478 memory_strength=40
MCM_STATE | mode=market impulse=-0.8580 motivation=-0.0621 risk=-0.2136 replay=0.0103 self_state=stressed attractor=defense mean_energy=-2.4823 mean_motivation=-0.1375 mean_risk=-1.9534 mean_velocity=0.5758 clusters=1 memory_center=-2.3103 memory_strength=49
MCM_STATE | mode=market impulse=-1.0981 motivation=-0.1151 risk=-0.2751 replay=-0.0063 self_state=stressed attractor=defense mean_energy=-1.1198 mean_motivation=0.0493 mean_risk=-2.0131 mean_velocity=0.4644 clusters=1 memory_center=-2.4539 memory_strength=41
MCM_STATE | mode=market impulse=1.7555 motivation=0.1471 risk=-0.2310 replay=0.0193 self_state=stressed attractor=defense mean_energy=1.6493 mean_motivation=0.1085 mean_risk=-1.8573 mean_velocity=0.5119 clusters=1 memory_center=-1.2377 memory_strength=31
MCM_STATE | mode=market impulse=1.2274 motivation=0.2658 risk=-0.1393 replay=0.0018 self_state=stressed attractor=defense mean_energy=2.2655 mean_motivation=0.3343 mean_risk=-1.9391 mean_velocity=0.6063 clusters=1 memory_center=-0.5768 memory_strength=28
MCM_STATE | mode=market impulse=0.3574 motivation=0.0911 risk=-0.0417 replay=0.0025 self_state=stressed attractor=cooperate mean_energy=-0.0581 mean_motivation=0.0374 mean_risk=-1.7553 mean_velocity=0.1440 clusters=1 memory_center=0.7945 memory_strength=25
MCM_STATE | mode=market impulse=0.9213 motivation=0.1880 risk=-0.0975 replay=-0.0184 self_state=stressed attractor=defense mean_energy=-1.0242 mean_motivation=0.0498 mean_risk=-1.6657 mean_velocity=0.1623 clusters=1 memory_center=-2.3049 memory_strength=25
MCM_STATE | mode=market impulse=1.2732 motivation=0.2895 risk=-0.1424 replay=-0.0141 self_state=stressed attractor=defense mean_energy=-0.0464 mean_motivation=0.2073 mean_risk=-1.9234 mean_velocity=0.3554 clusters=1 memory_center=-2.4050 memory_strength=32
MCM_STATE | mode=market impulse=-0.5017 motivation=-0.0275 risk=-0.1425 replay=-0.0141 self_state=stressed attractor=explore mean_energy=0.2814 mean_motivation=0.2850 mean_risk=-2.0172 mean_velocity=0.2169 clusters=1 memory_center=2.3162 memory_strength=25
MCM_STATE | mode=market impulse=-0.5011 motivation=-0.0259 risk=-0.0895 replay=0.0294 self_state=stressed attractor=defense mean_energy=-2.4703 mean_motivation=-0.1295 mean_risk=-2.0498 mean_velocity=0.5574 clusters=1 memory_center=-2.4809 memory_strength=25
MCM_STATE | mode=market impulse=0.4955 motivation=0.1127 risk=-0.0349 replay=0.0016 self_state=stressed attractor=defense mean_energy=-0.1990 mean_motivation=0.1212 mean_risk=-1.9412 mean_velocity=0.2435 clusters=1 memory_center=-1.0120 memory_strength=32
MCM_STATE | mode=market impulse=1.2544 motivation=0.2764 risk=-0.1337 replay=-0.0210 self_state=stressed attractor=defense mean_energy=1.2238 mean_motivation=0.2860 mean_risk=-2.0228 mean_velocity=0.4638 clusters=1 memory_center=-0.3543 memory_strength=24
MCM_STATE | mode=market impulse=0.1603 motivation=-0.0118 risk=-0.1117 replay=0.0143 self_state=stressed attractor=cooperate mean_energy=0.2681 mean_motivation=0.0774 mean_risk=-1.9219 mean_velocity=0.1476 clusters=1 memory_center=0.0847 memory_strength=25
MCM_STATE | mode=market impulse=-1.1715 motivation=-0.1198 risk=-0.2922 replay=-0.0263 self_state=stressed attractor=defense mean_energy=-2.0424 mean_motivation=-0.0434 mean_risk=-1.7729 mean_velocity=0.4295 clusters=1 memory_center=-2.1912 memory_strength=21
MCM_STATE | mode=market impulse=0.9073 motivation=0.2064 risk=-0.0798 replay=-0.0156 self_state=stressed attractor=defense mean_energy=-1.3968 mean_motivation=-0.0435 mean_risk=-2.0764 mean_velocity=0.1914 clusters=1 memory_center=-2.3808 memory_strength=38
MCM_STATE | mode=market impulse=0.6259 motivation=0.1579 risk=-0.0653 replay=0.0234 self_state=stressed attractor=defense mean_energy=0.7370 mean_motivation=0.2616 mean_risk=-1.9640 mean_velocity=0.4455 clusters=1 memory_center=-1.5190 memory_strength=31
MCM_STATE | mode=market impulse=-0.6534 motivation=-0.0531 risk=-0.1428 replay=-0.0156 self_state=stressed attractor=explore mean_energy=1.2568 mean_motivation=0.1714 mean_risk=-1.9356 mean_velocity=0.1396 clusters=1 memory_center=2.2141 memory_strength=32
MCM_STATE | mode=market impulse=1.0280 motivation=0.2263 risk=-0.0860 replay=0.0266 self_state=stressed attractor=defense mean_energy=-0.9554 mean_motivation=0.1135 mean_risk=-1.9935 mean_velocity=0.1727 clusters=1 memory_center=-1.3837 memory_strength=32
