EXIT_CANDIDATE ts=1767468900000000 label=plan_trust_holds candidate=0 side=LONG entry=131.1377 close=131.7800 confirmation_score=0.3712 exit_decision_pressure=0.4129 plan_trust=0.5845 holding_stability=0.6434 intervention_fitness=0.2916 intervention_unfit_state=0.4375 exit_evidence=0.4075 current_r=2.1403 target_expectation_context=target_expectation_holds tp_reachability=0.5340 expectation_break_pressure=0.3494 expectation_hold_support=0.5900 target_recovery_potential=0.6742 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3570 break_to_recovery_delta=0.3617 expectation_break_persistence=0.2231 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767471300000000 label=plan_trust_holds candidate=0 side=LONG entry=131.1377 close=131.4500 confirmation_score=0.3571 exit_decision_pressure=0.4000 plan_trust=0.5995 holding_stability=0.5888 intervention_fitness=0.2454 intervention_unfit_state=0.4306 exit_evidence=0.3407 current_r=1.0407 target_expectation_context=target_expectation_holds tp_reachability=0.5400 expectation_break_pressure=0.3556 expectation_hold_support=0.5851 target_recovery_potential=0.6663 target_recovery_momentum=0.0247 target_recovery_confirmation=0.3775 break_to_recovery_delta=0.3773 expectation_break_persistence=0.2400 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767473700000000 label=plan_trust_holds candidate=0 side=LONG entry=131.1377 close=131.9900 confirmation_score=0.2257 exit_decision_pressure=0.2068 plan_trust=0.6921 holding_stability=0.7475 intervention_fitness=0.1389 intervention_unfit_state=0.3644 exit_evidence=0.1820 current_r=2.8401 target_expectation_context=target_expectation_holds tp_reachability=0.6707 expectation_break_pressure=0.2213 expectation_hold_support=0.7036 target_recovery_potential=0.7459 target_recovery_momentum=0.0000 target_recovery_confirmation=0.4064 break_to_recovery_delta=0.4269 expectation_break_persistence=0.1535 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767481500000000 label=plan_trust_holds candidate=0 side=LONG entry=133.1900 close=133.2400 confirmation_score=0.2943 exit_decision_pressure=0.2475 plan_trust=0.5859 holding_stability=0.5540 intervention_fitness=0.1684 intervention_unfit_state=0.3538 exit_evidence=0.2187 current_r=0.1546 target_expectation_context=target_expectation_holds tp_reachability=0.5390 expectation_break_pressure=0.2708 expectation_hold_support=0.5925 target_recovery_potential=0.3289 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3186 break_to_recovery_delta=0.3884 expectation_break_persistence=0.1980 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767483900000000 label=plan_trust_holds candidate=0 side=LONG entry=133.1900 close=133.4000 confirmation_score=0.2966 exit_decision_pressure=0.2823 plan_trust=0.6084 holding_stability=0.5986 intervention_fitness=0.1886 intervention_unfit_state=0.3524 exit_evidence=0.2446 current_r=0.6494 target_expectation_context=target_expectation_holds tp_reachability=0.5625 expectation_break_pressure=0.2796 expectation_hold_support=0.6057 target_recovery_potential=0.6757 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3785 break_to_recovery_delta=0.3856 expectation_break_persistence=0.1976 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767487500000000 label=plan_trust_holds candidate=0 side=LONG entry=134.1216 close=134.2700 confirmation_score=0.2404 exit_decision_pressure=0.1996 plan_trust=0.6585 holding_stability=0.6350 intervention_fitness=0.1306 intervention_unfit_state=0.3022 exit_evidence=0.1625 current_r=0.4829 target_expectation_context=target_expectation_holds tp_reachability=0.6077 expectation_break_pressure=0.2210 expectation_hold_support=0.6405 target_recovery_potential=0.6280 target_recovery_momentum=0.6279 target_recovery_confirmation=0.6596 break_to_recovery_delta=0.6551 expectation_break_persistence=0.1666 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767490200000000 label=exit_candidate_observe candidate=1 side=LONG entry=134.1216 close=133.8900 confirmation_score=0.5927 exit_decision_pressure=0.7125 plan_trust=0.4598 holding_stability=0.3614 intervention_fitness=0.4763 intervention_unfit_state=0.4833 exit_evidence=0.6945 current_r=-0.7535 target_expectation_context=expectation_break_observe tp_reachability=0.3444 expectation_break_pressure=0.6805 expectation_hold_support=0.3958 target_recovery_potential=0.5605 target_recovery_momentum=0.0000 target_recovery_confirmation=0.2658 break_to_recovery_delta=0.2483 expectation_break_persistence=0.5967 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767501900000000 label=plan_trust_holds candidate=0 side=LONG entry=134.3928 close=134.5300 confirmation_score=0.2650 exit_decision_pressure=0.2238 plan_trust=0.6081 holding_stability=0.5962 intervention_fitness=0.1462 intervention_unfit_state=0.3392 exit_evidence=0.1876 current_r=0.4328 target_expectation_context=target_expectation_holds tp_reachability=0.5686 expectation_break_pressure=0.2574 expectation_hold_support=0.6110 target_recovery_potential=0.6531 target_recovery_momentum=0.1478 target_recovery_confirmation=0.4438 break_to_recovery_delta=0.4511 expectation_break_persistence=0.1897 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767506400000000 label=plan_trust_holds candidate=0 side=LONG entry=134.3928 close=134.4700 confirmation_score=0.3314 exit_decision_pressure=0.3036 plan_trust=0.5593 holding_stability=0.5320 intervention_fitness=0.1942 intervention_unfit_state=0.3921 exit_evidence=0.2606 current_r=0.2435 target_expectation_context=target_pullback_observe tp_reachability=0.5192 expectation_break_pressure=0.3094 expectation_hold_support=0.5525 target_recovery_potential=0.6645 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3634 break_to_recovery_delta=0.3566 expectation_break_persistence=0.2229 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767540900000000 label=exit_candidate_observe candidate=1 side=LONG entry=135.0446 close=134.7700 confirmation_score=0.5452 exit_decision_pressure=0.5813 plan_trust=0.4806 holding_stability=0.4126 intervention_fitness=0.4292 intervention_unfit_state=0.4389 exit_evidence=0.6006 current_r=-0.8887 target_expectation_context=expectation_break_observe tp_reachability=0.3767 expectation_break_pressure=0.6387 expectation_hold_support=0.4150 target_recovery_potential=0.1743 target_recovery_momentum=0.0000 target_recovery_confirmation=0.2084 break_to_recovery_delta=0.2513 expectation_break_persistence=0.4666 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767546900000000 label=plan_trust_holds candidate=0 side=LONG entry=135.2176 close=135.1900 confirmation_score=0.2654 exit_decision_pressure=0.2111 plan_trust=0.6320 holding_stability=0.5744 intervention_fitness=0.1390 intervention_unfit_state=0.3395 exit_evidence=0.1784 current_r=-0.0786 target_expectation_context=target_expectation_holds tp_reachability=0.5886 expectation_break_pressure=0.2568 expectation_hold_support=0.6048 target_recovery_potential=0.5508 target_recovery_momentum=0.5966 target_recovery_confirmation=0.6262 break_to_recovery_delta=0.6230 expectation_break_persistence=0.1928 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767571200000000 label=exit_candidate_observe candidate=1 side=SHORT entry=133.9700 close=134.2900 confirmation_score=0.5536 exit_decision_pressure=0.6287 plan_trust=0.4870 holding_stability=0.3958 intervention_fitness=0.4404 intervention_unfit_state=0.4605 exit_evidence=0.6285 current_r=-1.0049 target_expectation_context=expectation_break_observe tp_reachability=0.3721 expectation_break_pressure=0.6622 expectation_hold_support=0.4147 target_recovery_potential=0.4591 target_recovery_momentum=0.0000 target_recovery_confirmation=0.2608 break_to_recovery_delta=0.2521 expectation_break_persistence=0.4777 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767618000000000 label=plan_trust_holds candidate=0 side=SHORT entry=135.1615 close=135.0600 confirmation_score=0.2529 exit_decision_pressure=0.1873 plan_trust=0.5934 holding_stability=0.5877 intervention_fitness=0.1272 intervention_unfit_state=0.3363 exit_evidence=0.1628 current_r=0.3365 target_expectation_context=target_expectation_holds tp_reachability=0.5604 expectation_break_pressure=0.2383 expectation_hold_support=0.6013 target_recovery_potential=0.2936 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3077 break_to_recovery_delta=0.3858 expectation_break_persistence=0.1806 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767622500000000 label=plan_trust_holds candidate=0 side=SHORT entry=133.6000 close=133.6400 confirmation_score=0.1967 exit_decision_pressure=0.1295 plan_trust=0.6825 holding_stability=0.6199 intervention_fitness=0.0875 intervention_unfit_state=0.2960 exit_evidence=0.1084 current_r=-0.0393 target_expectation_context=target_expectation_holds tp_reachability=0.6377 expectation_break_pressure=0.1957 expectation_hold_support=0.6693 target_recovery_potential=0.2951 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3359 break_to_recovery_delta=0.4281 expectation_break_persistence=0.1562 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767637800000000 label=plan_trust_holds candidate=0 side=LONG entry=136.0090 close=136.5400 confirmation_score=0.1798 exit_decision_pressure=0.2052 plan_trust=0.8198 holding_stability=0.8160 intervention_fitness=0.1385 intervention_unfit_state=0.2591 exit_evidence=0.1665 current_r=1.6962 target_expectation_context=target_expectation_holds tp_reachability=0.7554 expectation_break_pressure=0.1713 expectation_hold_support=0.7817 target_recovery_potential=0.7431 target_recovery_momentum=0.8157 target_recovery_confirmation=0.7963 break_to_recovery_delta=0.7955 expectation_break_persistence=0.1186 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767640200000000 label=plan_trust_holds candidate=0 side=LONG entry=136.0090 close=137.5100 confirmation_score=0.2084 exit_decision_pressure=0.2436 plan_trust=0.7946 holding_stability=0.7974 intervention_fitness=0.1633 intervention_unfit_state=0.2803 exit_evidence=0.1997 current_r=4.7947 target_expectation_context=target_expectation_holds tp_reachability=0.7968 expectation_break_pressure=0.1868 expectation_hold_support=0.7850 target_recovery_potential=0.8244 target_recovery_momentum=0.2013 target_recovery_confirmation=0.5373 break_to_recovery_delta=0.5448 expectation_break_persistence=0.1147 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767644100000000 label=plan_trust_holds candidate=0 side=LONG entry=138.2500 close=138.9500 confirmation_score=0.1839 exit_decision_pressure=0.1485 plan_trust=0.7265 holding_stability=0.7090 intervention_fitness=0.0987 intervention_unfit_state=0.2861 exit_evidence=0.1212 current_r=0.8558 target_expectation_context=target_expectation_holds tp_reachability=0.7192 expectation_break_pressure=0.1736 expectation_hold_support=0.7304 target_recovery_potential=0.7573 target_recovery_momentum=0.0000 target_recovery_confirmation=0.4271 break_to_recovery_delta=0.4495 expectation_break_persistence=0.1250 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767661200000000 label=exit_candidate_observe candidate=1 side=SHORT entry=137.8000 close=137.9700 confirmation_score=0.5881 exit_decision_pressure=0.6902 plan_trust=0.4176 holding_stability=0.3409 intervention_fitness=0.4355 intervention_unfit_state=0.5149 exit_evidence=0.6546 current_r=-0.4514 target_expectation_context=expectation_break_observe tp_reachability=0.3375 expectation_break_pressure=0.6189 expectation_hold_support=0.3747 target_recovery_potential=0.5837 target_recovery_momentum=0.0000 target_recovery_confirmation=0.2778 break_to_recovery_delta=0.2405 expectation_break_persistence=0.4749 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767672900000000 label=plan_trust_holds candidate=0 side=LONG entry=138.3500 close=138.8400 confirmation_score=0.1605 exit_decision_pressure=0.1244 plan_trust=0.7725 holding_stability=0.7224 intervention_fitness=0.0820 intervention_unfit_state=0.2759 exit_evidence=0.0999 current_r=0.7272 target_expectation_context=target_expectation_holds tp_reachability=0.7554 expectation_break_pressure=0.1458 expectation_hold_support=0.7721 target_recovery_potential=0.7487 target_recovery_momentum=0.3228 target_recovery_confirmation=0.5850 break_to_recovery_delta=0.6072 expectation_break_persistence=0.1081 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767675300000000 label=plan_trust_holds candidate=0 side=LONG entry=138.3500 close=138.4500 confirmation_score=0.2995 exit_decision_pressure=0.2529 plan_trust=0.5546 holding_stability=0.5334 intervention_fitness=0.1693 intervention_unfit_state=0.3809 exit_evidence=0.2250 current_r=0.1484 target_expectation_context=target_pullback_observe tp_reachability=0.5255 expectation_break_pressure=0.2838 expectation_hold_support=0.5610 target_recovery_potential=0.6291 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3602 break_to_recovery_delta=0.3646 expectation_break_persistence=0.2087 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767678600000000 label=plan_trust_holds candidate=0 side=LONG entry=138.3500 close=139.6300 confirmation_score=0.1975 exit_decision_pressure=0.2140 plan_trust=0.7715 holding_stability=0.7875 intervention_fitness=0.1403 intervention_unfit_state=0.3157 exit_evidence=0.1766 current_r=1.8997 target_expectation_context=target_expectation_holds tp_reachability=0.7789 expectation_break_pressure=0.1880 expectation_hold_support=0.7772 target_recovery_potential=0.7830 target_recovery_momentum=0.4239 target_recovery_confirmation=0.6254 break_to_recovery_delta=0.6326 expectation_break_persistence=0.1180 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767686700000000 label=plan_trust_holds candidate=0 side=SHORT entry=138.1000 close=138.0100 confirmation_score=0.2568 exit_decision_pressure=0.2091 plan_trust=0.6151 holding_stability=0.5692 intervention_fitness=0.1336 intervention_unfit_state=0.3559 exit_evidence=0.1738 current_r=0.1109 target_expectation_context=target_expectation_holds tp_reachability=0.5734 expectation_break_pressure=0.2479 expectation_hold_support=0.6144 target_recovery_potential=0.6804 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3867 break_to_recovery_delta=0.3975 expectation_break_persistence=0.1868 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767689100000000 label=plan_trust_holds candidate=0 side=SHORT entry=138.1000 close=137.6000 confirmation_score=0.1914 exit_decision_pressure=0.1485 plan_trust=0.7171 holding_stability=0.6766 intervention_fitness=0.0962 intervention_unfit_state=0.3177 exit_evidence=0.1213 current_r=0.6161 target_expectation_context=target_expectation_holds tp_reachability=0.7010 expectation_break_pressure=0.1797 expectation_hold_support=0.7232 target_recovery_potential=0.7223 target_recovery_momentum=0.1810 target_recovery_confirmation=0.5008 break_to_recovery_delta=0.5232 expectation_break_persistence=0.1313 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767691500000000 label=plan_trust_holds candidate=0 side=SHORT entry=138.1000 close=138.1400 confirmation_score=0.3232 exit_decision_pressure=0.2889 plan_trust=0.5517 holding_stability=0.5052 intervention_fitness=0.1882 intervention_unfit_state=0.4076 exit_evidence=0.2560 current_r=-0.0493 target_expectation_context=target_pullback_observe tp_reachability=0.5055 expectation_break_pressure=0.3160 expectation_hold_support=0.5441 target_recovery_potential=0.5787 target_recovery_momentum=0.2561 target_recovery_confirmation=0.4596 break_to_recovery_delta=0.4568 expectation_break_persistence=0.2279 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767694500000000 label=plan_trust_holds candidate=0 side=SHORT entry=138.1000 close=137.8100 confirmation_score=0.2554 exit_decision_pressure=0.2094 plan_trust=0.6255 holding_stability=0.5907 intervention_fitness=0.1293 intervention_unfit_state=0.3821 exit_evidence=0.1720 current_r=0.3573 target_expectation_context=target_expectation_holds tp_reachability=0.6012 expectation_break_pressure=0.2424 expectation_hold_support=0.6251 target_recovery_potential=0.6286 target_recovery_momentum=0.3290 target_recovery_confirmation=0.5214 break_to_recovery_delta=0.5272 expectation_break_persistence=0.1795 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767714000000000 label=plan_trust_holds candidate=0 side=LONG entry=141.8500 close=141.8900 confirmation_score=0.3639 exit_decision_pressure=0.3276 plan_trust=0.5230 holding_stability=0.4951 intervention_fitness=0.2248 intervention_unfit_state=0.3976 exit_evidence=0.3031 current_r=0.0829 target_expectation_context=target_pullback_observe tp_reachability=0.5002 expectation_break_pressure=0.3138 expectation_hold_support=0.5126 target_recovery_potential=0.2530 target_recovery_momentum=0.0000 target_recovery_confirmation=0.2764 break_to_recovery_delta=0.3294 expectation_break_persistence=0.2259 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767733800000000 label=plan_trust_holds candidate=0 side=LONG entry=138.6800 close=139.7100 confirmation_score=0.0943 exit_decision_pressure=0.0861 plan_trust=0.8661 holding_stability=0.8799 intervention_fitness=0.0610 intervention_unfit_state=0.2004 exit_evidence=0.0701 current_r=2.6459 target_expectation_context=target_expectation_holds tp_reachability=0.8384 expectation_break_pressure=0.1022 expectation_hold_support=0.8602 target_recovery_potential=0.4229 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3982 break_to_recovery_delta=0.5156 expectation_break_persistence=0.0705 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767762900000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.1877 close=138.9300 confirmation_score=0.2591 exit_decision_pressure=0.2475 plan_trust=0.6446 holding_stability=0.6391 intervention_fitness=0.1626 intervention_unfit_state=0.3335 exit_evidence=0.2076 current_r=0.8128 target_expectation_context=target_expectation_holds tp_reachability=0.5878 expectation_break_pressure=0.2588 expectation_hold_support=0.6369 target_recovery_potential=0.7555 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3987 break_to_recovery_delta=0.4012 expectation_break_persistence=0.1844 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767765900000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.1877 close=138.6300 confirmation_score=0.2936 exit_decision_pressure=0.3361 plan_trust=0.6691 holding_stability=0.7103 intervention_fitness=0.2220 intervention_unfit_state=0.3492 exit_evidence=0.2872 current_r=1.7591 target_expectation_context=target_expectation_holds tp_reachability=0.6113 expectation_break_pressure=0.2891 expectation_hold_support=0.6530 target_recovery_potential=0.7264 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3890 break_to_recovery_delta=0.3961 expectation_break_persistence=0.1909 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767768300000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.1877 close=138.9800 confirmation_score=0.4439 exit_decision_pressure=0.5083 plan_trust=0.5305 holding_stability=0.4990 intervention_fitness=0.3265 intervention_unfit_state=0.4398 exit_evidence=0.4572 current_r=0.6551 target_expectation_context=target_watch tp_reachability=0.4554 expectation_break_pressure=0.4159 expectation_hold_support=0.5114 target_recovery_potential=0.6694 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3463 break_to_recovery_delta=0.3284 expectation_break_persistence=0.2715 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767812100000000 label=plan_trust_holds candidate=0 side=SHORT entry=135.4994 close=135.2600 confirmation_score=0.3288 exit_decision_pressure=0.3300 plan_trust=0.5932 holding_stability=0.5954 intervention_fitness=0.2326 intervention_unfit_state=0.3363 exit_evidence=0.2976 current_r=0.7454 target_expectation_context=target_pullback_observe tp_reachability=0.5394 expectation_break_pressure=0.3040 expectation_hold_support=0.5694 target_recovery_potential=0.6808 target_recovery_momentum=0.0666 target_recovery_confirmation=0.3916 break_to_recovery_delta=0.3807 expectation_break_persistence=0.2116 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767815100000000 label=exit_candidate_observe candidate=1 side=SHORT entry=135.4994 close=135.7400 confirmation_score=0.5837 exit_decision_pressure=0.6841 plan_trust=0.4576 holding_stability=0.3688 intervention_fitness=0.4634 intervention_unfit_state=0.4785 exit_evidence=0.6725 current_r=-0.7489 target_expectation_context=expectation_break_observe tp_reachability=0.3399 expectation_break_pressure=0.6710 expectation_hold_support=0.3986 target_recovery_potential=0.5471 target_recovery_momentum=0.0000 target_recovery_confirmation=0.2750 break_to_recovery_delta=0.2506 expectation_break_persistence=0.4876 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1767822300000000 label=plan_trust_holds candidate=0 side=LONG entry=135.8894 close=136.2100 confirmation_score=0.2187 exit_decision_pressure=0.1739 plan_trust=0.6465 holding_stability=0.6874 intervention_fitness=0.1289 intervention_unfit_state=0.2916 exit_evidence=0.1591 current_r=1.0550 target_expectation_context=target_expectation_holds tp_reachability=0.6100 expectation_break_pressure=0.2170 expectation_hold_support=0.6521 target_recovery_potential=0.6906 target_recovery_momentum=0.0508 target_recovery_confirmation=0.4103 break_to_recovery_delta=0.4265 expectation_break_persistence=0.1599 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
