MCM_STATE | mode=market impulse=0.0667 motivation=0.0489 risk=-0.0774 replay=0.0128 self_state=stressed attractor=defense mean_energy=-1.1696 mean_motivation=0.0547 mean_risk=-1.9277 mean_velocity=0.3341 clusters=1 memory_center=-2.4386 memory_strength=35
MCM_STATE | mode=market impulse=1.3324 motivation=0.2919 risk=-0.1585 replay=-0.0025 self_state=stressed attractor=neutral mean_energy=2.4164 mean_motivation=0.3633 mean_risk=-1.7430 mean_velocity=0.5974 clusters=1 memory_center=1.2958 memory_strength=23
MCM_STATE | mode=market impulse=1.2255 motivation=0.2658 risk=-0.1393 replay=-0.0025 self_state=stressed attractor=cooperate mean_energy=2.4183 mean_motivation=0.3643 mean_risk=-1.8539 mean_velocity=0.6486 clusters=1 memory_center=0.5582 memory_strength=25
MCM_STATE | mode=market impulse=0.3535 motivation=0.0908 risk=-0.0417 replay=-0.0062 self_state=stressed attractor=cooperate mean_energy=0.0752 mean_motivation=0.0495 mean_risk=-1.7379 mean_velocity=0.1478 clusters=1 memory_center=0.5623 memory_strength=23
MCM_STATE | mode=market impulse=-0.2431 motivation=0.0147 risk=-0.1207 replay=-0.0235 self_state=stressed attractor=defense mean_energy=-0.9274 mean_motivation=0.0080 mean_risk=-1.8003 mean_velocity=0.1579 clusters=1 memory_center=-2.4165 memory_strength=21
MCM_STATE | mode=market impulse=1.0793 motivation=0.2026 risk=-0.1354 replay=-0.0054 self_state=stressed attractor=defense mean_energy=1.3237 mean_motivation=0.3014 mean_risk=-1.9860 mean_velocity=0.4613 clusters=1 memory_center=-2.3266 memory_strength=24
MCM_STATE | mode=market impulse=-0.4980 motivation=-0.0268 risk=-0.1426 replay=-0.0054 self_state=stressed attractor=cooperate mean_energy=-0.0519 mean_motivation=0.1904 mean_risk=-1.9607 mean_velocity=0.2298 clusters=1 memory_center=0.6890 memory_strength=25
MCM_STATE | mode=market impulse=-0.0038 motivation=0.0287 risk=-0.0960 replay=-0.0290 self_state=stressed attractor=cooperate mean_energy=0.5787 mean_motivation=0.1278 mean_risk=-1.9005 mean_velocity=0.1481 clusters=1 memory_center=0.7202 memory_strength=32
MCM_STATE | mode=market impulse=1.1775 motivation=0.2650 risk=-0.1269 replay=0.0066 self_state=stressed attractor=defense mean_energy=-0.9518 mean_motivation=0.0273 mean_risk=-2.0378 mean_velocity=0.1558 clusters=1 memory_center=-2.4547 memory_strength=33
MCM_STATE | mode=market impulse=0.3199 motivation=0.0057 risk=-0.1346 replay=-0.0210 self_state=stressed attractor=defense mean_energy=0.2951 mean_motivation=0.0878 mean_risk=-1.9650 mean_velocity=0.2551 clusters=1 memory_center=-1.0176 memory_strength=29
MCM_STATE | mode=market impulse=-0.5517 motivation=-0.0318 risk=-0.1319 replay=-0.0210 self_state=stressed attractor=defense mean_energy=0.7609 mean_motivation=0.1948 mean_risk=-2.0061 mean_velocity=0.2378 clusters=1 memory_center=-0.4548 memory_strength=20
MCM_STATE | mode=market impulse=-1.0675 motivation=-0.1238 risk=-0.2634 replay=-0.0110 self_state=stressed attractor=cooperate mean_energy=-1.0695 mean_motivation=-0.0519 mean_risk=-1.9933 mean_velocity=0.4823 clusters=1 memory_center=0.1176 memory_strength=33
MCM_STATE | mode=market impulse=0.5171 motivation=0.0583 risk=-0.1235 replay=-0.0215 self_state=stressed attractor=defense mean_energy=-1.3213 mean_motivation=0.0007 mean_risk=-1.8113 mean_velocity=0.1596 clusters=1 memory_center=-2.1643 memory_strength=30
MCM_STATE | mode=market impulse=0.2538 motivation=0.0058 risk=-0.1136 replay=-0.0290 self_state=stressed attractor=defense mean_energy=-0.9414 mean_motivation=-0.0246 mean_risk=-2.0076 mean_velocity=0.1475 clusters=1 memory_center=-2.4397 memory_strength=38
MCM_STATE | mode=market impulse=1.1850 motivation=0.2698 risk=-0.1238 replay=0.0283 self_state=stressed attractor=defense mean_energy=2.1190 mean_motivation=0.3686 mean_risk=-1.9623 mean_velocity=0.5466 clusters=1 memory_center=-2.4692 memory_strength=18
MCM_STATE | mode=market impulse=-1.4153 motivation=-0.0504 risk=-0.3156 replay=-0.0029 self_state=stressed attractor=cooperate mean_energy=-1.0936 mean_motivation=-0.0164 mean_risk=-2.1129 mean_velocity=0.6926 clusters=1 memory_center=0.9760 memory_strength=35
MCM_STATE | mode=market impulse=1.3379 motivation=0.3188 risk=-0.1477 replay=0.0077 self_state=stressed attractor=defense mean_energy=0.2404 mean_motivation=0.2294 mean_risk=-2.0467 mean_velocity=0.3917 clusters=1 memory_center=-0.9725 memory_strength=33
MCM_STATE | mode=market impulse=1.1587 motivation=0.2897 risk=-0.1237 replay=0.0117 self_state=stressed attractor=defense mean_energy=0.1424 mean_motivation=0.1689 mean_risk=-1.9179 mean_velocity=0.3226 clusters=1 memory_center=-1.4179 memory_strength=39
MCM_STATE | mode=market impulse=-1.1364 motivation=-0.1252 risk=-0.2676 replay=0.0146 self_state=stressed attractor=explore mean_energy=0.9187 mean_motivation=0.2027 mean_risk=-2.0919 mean_velocity=0.1525 clusters=1 memory_center=2.3194 memory_strength=29
MCM_STATE | mode=market impulse=-0.6680 motivation=-0.1209 risk=-0.2030 replay=0.0283 self_state=stressed attractor=cooperate mean_energy=1.3249 mean_motivation=0.1160 mean_risk=-2.0089 mean_velocity=0.1320 clusters=1 memory_center=1.1723 memory_strength=32
MCM_STATE | mode=market impulse=-0.7033 motivation=-0.0484 risk=-0.1319 replay=-0.0004 self_state=stressed attractor=cooperate mean_energy=-2.1609 mean_motivation=-0.0799 mean_risk=-1.9963 mean_velocity=0.4895 clusters=1 memory_center=-0.0373 memory_strength=27
MCM_STATE | mode=outcome impulse=-0.9368 motivation=-0.2261 risk=-0.2235 replay=-0.0099 self_state=stressed attractor=cooperate mean_energy=0.8515 mean_motivation=0.0097 mean_risk=-2.0383 mean_velocity=0.1841 clusters=1 memory_center=1.0049 memory_strength=23
