timestamp;runtime_tick;sequence;phase;reason;decision;thinking_complexity;memory_compare_load;memory_match_count;memory_support;memory_inhibition;memory_conflict;cognitive_load;decision_energy_cost;memory_effect_on_phase;memory_orientation;orientation_gap;blind_thinking_load;zero_point_regulation;symbolic_object_distance;symbolic_containment;symbolic_field_decoupling;symbolic_regulation;symbolic_inner_regulation;symbolic_action_regulation;structure_quality;context_confidence;structure_orientation;structure_orientation_gap;structure_action_bearing;structure_action_gap;structure_action_uncertainty;context_cluster_negative_source;context_cluster_id;context_cluster_seen;context_cluster_score;context_cluster_hit_ratio;context_cluster_loss_ratio;context_cluster_cancel_timeout_ratio;context_cluster_negative_evidence;context_cluster_quality;context_cluster_distance;context_cluster_trust;context_cluster_variance;signature_key;signature_seen;signature_score;signature_hit_ratio;signature_quality;signature_distance;active_context_activation;active_context_support;active_context_conflict;active_context_bearing;action_clearance;action_inhibition;decision_readiness;processing_load;thought_pressure;field_clarity
1767379500000000;14;15;observe;zero_point_regulation;SHORT;0.3850;1.0000;2;0.0000;0.0978;0.0000;0.2391;0.5203;inhibit;0.1888;0.4599;0.5027;1;0.2120;0.3207;0.2353;0.1928;0.1928;0.0096;0.5491;0.5365;0.4159;0.0229;0.3799;0.1606;0.1498;-;ctx_13;41;-2.4827;0.0000;1.0000;0.9512;low_hit_caution;-0.4117;0.1221;0.2238;0.0232;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.40|fc:0.00|tl:0.00|td:0.40|ee:0.20|te:0.00|ap:0.40|pr:0.40|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-0.50|ms:12|at:-2|ss:-1;1;-0.3710;0.0000;0.0000;0.1158;0.0000;0.0000;0.0000;0.0000;0.7017;0.3014;0.6593;0.7422;0.1701;0.2474
1767380100000000;16;17;observe;zero_point_regulation;WAIT;0.4074;1.0000;2;0.0000;0.1465;0.0000;0.2651;0.5325;hard_inhibit;0.1000;0.4537;0.5116;1;0.2290;0.3609;0.2735;0.2325;0.2325;0.0146;0.5048;0.4965;0.3494;0.0679;0.3232;0.2326;0.2102;mixed;ctx_12;45;-3.7877;0.1556;0.8333;0.0667;score_confirms;-0.5001;0.2090;0.1123;0.0193;e:0.75|c:0.60|a:1|cp:1.00|ri:0.00|fp:0.20|fc:0.00|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.20|er:0.60|rm:0.80|lb:0.60|pw:1.00|pc:0.80|sr:0.20|nd:0.40|tm:0.50|th:0.50|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.3670;0.0000;0.0000;0.1123;0.0000;0.0000;0.0000;0.0000;0.7073;0.2857;0.6304;0.4316;0.0938;0.1000
1767380400000000;17;18;observe;zero_point_regulation;SHORT;0.3861;1.0000;2;0.0000;0.1003;0.0000;0.2405;0.5198;inhibit;0.0954;0.4520;0.4963;1;0.2137;0.3435;0.2585;0.2411;0.2411;0.0133;0.4838;0.4706;0.3392;0.0851;0.3118;0.2538;0.2313;-;ctx_13;41;-2.4827;0.0000;1.0000;0.9512;low_hit_caution;-0.4235;0.1568;0.2238;0.0232;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.40|fc:0.00|tl:0.00|td:0.40|ee:0.20|te:0.00|ap:0.40|pr:0.40|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-0.50|ms:12|at:-2|ss:-1;1;-0.3710;0.0000;0.0000;0.1696;0.0000;0.0000;0.0000;0.0000;0.7246;0.2160;0.7262;0.5731;0.0682;0.1000
1767380700000000;18;19;hold;signature_negative;WAIT;0.4747;1.0000;2;0.0000;0.3824;0.0000;0.3682;0.5833;hard_inhibit;0.0983;0.4374;0.5753;0;0.2686;0.3939;0.2984;0.2856;0.2856;0.0229;0.5683;0.5603;0.3762;0.0315;0.3462;0.1675;0.1534;-;ctx_3;64;-2.1151;0.2969;0.6935;0.0312;-;-0.2911;0.1198;0.0309;0.0176;e:1.00|c:0.60|a:1|cp:1.00|ri:0.00|fp:0.20|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.20|er:0.60|rm:0.80|lb:0.60|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.75|th:0.25|mc:-1.25|ms:12|at:-2|ss:-1;5;-2.5065;0.0000;-0.6530;0.0912;0.0000;0.0000;0.0000;0.0000;0.8301;0.1634;0.8511;0.3261;0.0677;0.1000
1767381000000000;19;20;hold;context_cluster_negative;WAIT;0.4050;1.0000;2;0.0000;0.1412;0.0000;0.2623;0.5299;hard_inhibit;0.1320;0.3741;0.4878;0;0.2739;0.4060;0.3071;0.3021;0.3021;0.0254;0.5928;0.5905;0.4136;0.0261;0.3856;0.1426;0.1390;mixed;ctx_12;45;-3.7877;0.1556;0.8333;0.0667;score_confirms;-0.4749;0.1349;0.1123;0.0193;e:0.75|c:0.60|a:1|cp:0.75|ri:0.00|fp:0.40|fc:0.20|tl:0.40|td:-0.20|ee:0.40|te:0.20|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.80|sr:0.20|nd:0.00|tm:0.50|th:0.25|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.5535;0.0000;0.0000;0.0504;0.0000;0.0000;0.0000;0.0000;0.8226;0.1493;0.8457;0.2029;0.1034;0.1000
1767381300000000;20;21;observe;zero_point_regulation;WAIT;0.4031;1.0000;2;0.0000;0.1371;0.0000;0.2601;0.5285;hard_inhibit;0.1395;0.4573;0.4914;1;0.3000;0.4145;0.3254;0.3136;0.3136;0.0306;0.6452;0.6553;0.4468;0.0249;0.4202;0.0943;0.1109;cluster_score;ctx_2;55;-3.3472;0.2909;0.7037;0.0182;score_confirms;-0.3942;0.1352;0.0528;0.0263;e:0.75|c:0.60|a:1|cp:0.75|ri:0.00|fp:0.40|fc:0.20|tl:0.40|td:-0.40|ee:0.40|te:0.20|ap:0.60|pr:0.00|er:0.60|rm:0.80|lb:0.80|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:-1.50|ms:12|at:-2|ss:-1;2;-0.3670;0.0000;0.0000;0.0785;0.0000;0.0000;0.0000;0.0000;0.7715;0.2620;0.7893;0.4789;0.1484;0.1367
1767381600000000;21;22;hold;stressed_block;WAIT;0.3896;1.0000;2;0.0000;0.1079;0.0000;0.2445;0.5203;inhibit;0.1013;0.4228;0.4872;0;0.1924;0.3269;0.2343;0.2139;0.2139;0.0096;0.5944;0.6105;0.4107;0.0310;0.3883;0.1438;0.1397;-;ctx_13;41;-2.4827;0.0000;1.0000;0.9512;low_hit_caution;-0.4594;0.2624;0.2238;0.0232;e:1.25|c:-0.80|a:-1|cp:-1.00|ri:0.00|fp:-0.40|fc:0.00|tl:0.00|td:0.40|ee:0.20|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.80|lb:0.60|pw:1.00|pc:0.80|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.3340;0.0000;0.0000;0.2142;0.0000;0.0000;0.0000;0.0000;0.7486;0.1926;0.7673;0.3997;0.1070;0.1000
1767381900000000;22;23;hold;context_cluster_negative;WAIT;0.3902;1.0000;2;0.0000;0.1090;0.0000;0.2451;0.5201;hard_inhibit;0.0975;0.4334;0.4918;0;0.2144;0.3422;0.2510;0.2468;0.2468;0.0133;0.6086;0.6280;0.4159;0.0316;0.3983;0.1290;0.1311;low_hit_ratio;ctx_30;20;-2.1507;0.1000;0.8462;0.3500;loss_confirms;-0.3940;0.2016;0.0894;0.0193;e:0.75|c:0.40|a:1|cp:0.50|ri:0.00|fp:0.40|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.40|er:0.20|rm:0.60|lb:0.40|pw:1.00|pc:0.40|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:1.25|ms:12|at:1|ss:-1;1;-0.4859;0.0000;0.0000;0.1942;0.0000;0.0000;0.0000;0.0000;0.7046;0.2562;0.6418;0.3781;0.1068;0.1000
1767382200000000;23;24;hold;stressed_block;WAIT;0.3697;1.0000;2;0.0000;0.0646;0.0000;0.2215;0.5079;inhibit;0.1016;0.4220;0.4728;0;0.2179;0.3420;0.2522;0.2158;0.2158;0.0119;0.6227;0.6454;0.4288;0.0309;0.4117;0.1151;0.1230;-;ctx_16;41;-1.2219;0.2439;0.7368;0.0732;-;-0.2179;0.1906;0.3005;0.0229;e:1.00|c:0.60|a:1|cp:0.50|ri:0.00|fp:0.20|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.20|er:0.20|rm:0.20|lb:0.20|pw:1.00|pc:0.40|sr:0.20|nd:0.00|tm:0.50|th:0.25|mc:0.00|ms:12|at:1|ss:-1;1;-0.7293;0.0000;0.0000;0.2669;0.0000;0.0000;0.0000;0.0000;0.7080;0.2301;0.6688;0.3903;0.0903;0.1000
1767382500000000;24;25;observe;structure_action_bearing_observe;LONG;0.3678;1.0000;2;0.0000;0.0605;0.0000;0.2192;0.5064;inhibit;0.1131;0.4367;0.4788;0;0.1925;0.3023;0.2205;0.1988;0.1988;0.0084;0.6515;0.6994;0.4493;0.0291;0.4364;0.0869;0.1067;-;ctx_15;51;-1.1040;0.3529;0.6400;0.0196;-;-0.1529;0.1553;0.2851;0.0167;e:1.00|c:0.80|a:1|cp:0.75|ri:0.00|fp:0.40|fc:0.20|tl:0.40|td:-0.20|ee:0.40|te:0.20|ap:0.60|pr:0.40|er:0.60|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.40|nd:0.20|tm:0.75|th:0.25|mc:0.50|ms:12|at:1|ss:-1;1;-0.6867;0.0000;0.0000;0.0969;0.0000;0.0000;0.0000;0.0000;0.7354;0.2145;0.7222;0.5546;0.0907;0.1000
1767382800000000;25;26;hold;maturity_block;SHORT;0.1961;0.5000;1;0.0000;0.0568;0.0000;0.1238;0.3482;inhibit;0.1012;0.2334;0.2849;0;0.2120;0.3359;0.2524;0.2131;0.2131;0.0114;0.6250;0.6483;0.4308;0.0310;0.4139;0.1129;0.1217;-;ctx_27;15;-0.2981;0.0000;0.0000;1.0000;low_hit_caution;-0.2654;0.1600;0.1333;0.0141;-;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.7243;0.1891;0.7321;0.4155;0.0989;0.1000
1767383100000000;26;27;observe;structure_action_bearing_observe;LONG;0.3916;1.0000;2;0.0000;0.1122;0.0000;0.2468;0.5194;inhibit;0.1343;0.4673;0.4915;1;0.2297;0.3343;0.2514;0.2395;0.2395;0.0138;0.6515;0.6994;0.4511;0.0257;0.4315;0.0910;0.1090;-;ctx_10;35;-2.5865;0.2000;0.7941;0.0286;-;-0.3447;0.0639;0.0644;0.0207;e:1.00|c:0.80|a:1|cp:1.00|ri:0.00|fp:0.60|fc:0.20|tl:0.40|td:-0.40|ee:0.60|te:0.20|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.40|nd:0.20|tm:1.00|th:0.25|mc:1.25|ms:12|at:1|ss:-1;1;-0.6971;0.0000;0.0000;0.0846;0.0000;0.0000;0.0000;0.0000;0.7323;0.2703;0.7516;0.5220;0.1456;0.1452
1767383400000000;27;28;hold;stressed_block;WAIT;0.3802;1.0000;2;0.0000;0.0873;0.0000;0.2336;0.5123;inhibit;0.0988;0.4326;0.4786;0;0.2137;0.3382;0.2454;0.2340;0.2340;0.0123;0.6444;0.6906;0.4428;0.0314;0.4288;0.0933;0.1104;-;ctx_20;89;-2.2346;0.4157;0.5647;0.0449;-;-0.2251;0.1964;0.3215;0.0255;e:1.00|c:0.60|a:1|cp:0.25|ri:0.00|fp:0.20|fc:0.20|tl:0.40|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.40|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.40|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:1.25|ms:12|at:0|ss:-1;1;0.5425;1.0000;0.0000;0.1654;0.0000;0.0000;0.0000;0.0000;0.7312;0.1994;0.7430;0.4874;0.1024;0.1000
1767384000000000;29;30;hold;stressed_block;WAIT;0.3696;1.0000;2;0.0000;0.0644;0.0000;0.2213;0.5053;inhibit;0.0945;0.4275;0.4699;0;0.2334;0.3548;0.2601;0.2407;0.2407;0.0146;0.6557;0.6862;0.4451;0.0321;0.4344;0.0817;0.1036;-;ctx_18;10;-0.3330;0.0000;1.0000;0.8000;low_hit_caution;-0.2922;0.2171;0.1089;0.0169;e:1.00|c:0.60|a:1|cp:0.25|ri:0.00|fp:0.20|fc:0.20|tl:0.40|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.40|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.40|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:1.25|ms:12|at:0|ss:-1;1;0.5425;1.0000;0.0000;0.3054;0.0000;0.0000;0.0000;0.0000;0.7060;0.2194;0.6958;0.4390;0.1017;0.1000
1767384300000000;30;31;hold;maturity_block;SHORT;0.3670;1.0000;2;0.0000;0.0588;0.0000;0.2183;0.5034;inhibit;0.1083;0.4116;0.4626;0;0.2269;0.3697;0.2814;0.2773;0.2773;0.0177;0.4505;0.4481;0.3283;0.1041;0.2979;0.2863;0.2641;-;ctx_27;15;-0.2981;0.0000;0.0000;1.0000;low_hit_caution;-0.2745;0.1869;0.1333;0.0141;e:1.00|c:-0.80|a:-1|cp:-1.00|ri:0.00|fp:-0.40|fc:0.00|tl:0.00|td:0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.80|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-1.00|ms:12|at:-1|ss:1;1;-0.4884;0.0000;0.0000;0.2858;0.0000;0.0000;0.0000;0.0000;0.7379;0.2081;0.7709;0.4105;0.1018;0.1000
1767384600000000;31;32;observe;zero_point_regulation;WAIT;0.3839;1.0000;2;0.0000;0.0954;0.0000;0.2379;0.5128;hard_inhibit;0.1427;0.4763;0.4949;1;0.2545;0.3467;0.2619;0.2303;0.2303;0.0153;0.6401;0.6823;0.4441;0.0244;0.4252;0.1021;0.1155;cluster_score;ctx_11;53;-2.6862;0.3019;0.6981;0.0000;score_confirms;-0.2874;0.1175;0.2928;0.0250;e:1.00|c:0.80|a:1|cp:0.75|ri:0.00|fp:0.20|fc:0.20|tl:0.40|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.20|er:0.60|rm:0.80|lb:0.60|pw:1.00|pc:0.80|sr:0.40|nd:0.00|tm:0.75|th:0.25|mc:1.25|ms:12|at:0|ss:-1;1;-0.3937;0.0000;0.0000;0.0985;0.0000;0.0000;0.0000;0.0000;0.7337;0.3118;0.7424;0.5829;0.1443;0.1520
1767384900000000;32;33;hold;fused_score_too_low;WAIT;0.1977;0.5000;1;0.0000;0.0603;0.0000;0.1256;0.3462;inhibit;0.1095;0.2318;0.2838;0;0.2756;0.4025;0.3176;0.3006;0.3006;0.0263;0.5247;0.5397;0.3762;0.0460;0.3506;0.2105;0.1890;-;ctx_27;15;-0.2981;0.0000;0.0000;1.0000;low_hit_caution;-0.2816;0.2078;0.1333;0.0141;-;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.7190;0.2412;0.7057;0.3893;0.0975;0.1000
1767385200000000;33;34;hold;stressed_block;WAIT;0.3669;1.0000;2;0.0000;0.0585;0.0000;0.2182;0.5021;inhibit;0.1015;0.4248;0.4697;0;0.2343;0.3648;0.2690;0.2396;0.2396;0.0151;0.5536;0.5754;0.3886;0.0339;0.3683;0.1837;0.1628;-;ctx_41;4;-0.3555;0.0000;0.0000;1.0000;-;-0.2723;0.1678;0.1321;0.0075;e:0.75|c:0.60|a:1|cp:0.25|ri:0.00|fp:0.20|fc:0.00|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.40|pr:0.40|er:0.40|rm:0.80|lb:0.60|pw:1.00|pc:0.60|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:1.25|ms:12|at:1|ss:-1;1;-0.3839;0.0000;0.0000;0.2812;0.0000;0.0000;0.0000;0.0000;0.7006;0.2490;0.6787;0.4063;0.1081;0.1000
1767385500000000;34;35;hold;fused_score_too_low;WAIT;0.3696;1.0000;2;0.0000;0.0643;0.0000;0.2213;0.5033;inhibit;0.1064;0.4290;0.4688;0;0.2608;0.3946;0.3104;0.3027;0.3027;0.0245;0.5000;0.5092;0.3594;0.0658;0.3327;0.2356;0.2139;-;ctx_14;20;-0.9366;0.0000;0.0000;1.0000;low_hit_caution;-0.2934;0.1170;0.1810;0.0160;e:0.75|c:0.60|a:1|cp:0.50|ri:0.00|fp:0.00|fc:0.20|tl:0.20|td:0.00|ee:0.40|te:0.20|ap:0.80|pr:0.00|er:0.40|rm:0.40|lb:0.40|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:0.50|ms:12|at:1|ss:-1;1;-1.0568;0.0000;0.0000;0.2904;0.0000;0.0000;0.0000;0.0000;0.7280;0.2110;0.7489;0.5272;0.1084;0.1000
1767385800000000;35;36;observe;zero_point_regulation;WAIT;0.3739;1.0000;2;0.0000;0.0736;0.0000;0.2262;0.5054;inhibit;0.1019;0.4475;0.4812;1;0.2142;0.3576;0.2645;0.2641;0.2641;0.0150;0.5041;0.5184;0.3594;0.0622;0.3338;0.2331;0.2107;-;ctx_21;33;-1.0804;0.0000;0.0000;1.0000;low_hit_caution;-0.3348;0.2088;0.1892;0.0178;e:0.75|c:0.60|a:1|cp:0.75|ri:0.00|fp:0.20|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.40|lb:0.40|pw:1.00|pc:0.60|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:0.50|ms:12|at:1|ss:-1;1;-0.5239;0.0000;0.0000;0.2992;0.0000;0.0000;0.0000;0.0000;0.6905;0.2829;0.6378;0.5121;0.1169;0.1000
